time,ff
0.005878670809101261,0.014813556002327033
0.01530781576227025,0.0301462921464819
0.02473070331739244,0.03908396748679355
0.03414944440392939,0.043783951932991894
0.04356916556485918,0.04948557240870777
0.052995445685187464,0.06189044938965704
0.06028680606141118,0.07905584925814924
0.06543983976825987,0.09749989438776563
0.0686969698223183,0.1150762218581114
0.07189520027737781,0.13493283061909878
0.07413926907570861,0.15425670109625478
0.07694974548278286,0.1776729702082973
0.07966264166248455,0.20132332129353847
0.08225367115595725,0.22537726198774277
0.08413198193489305,0.24991551021270286
0.08529302078188353,0.27028467777707355
0.08733388497641373,0.2943507261595466
0.08894982301934648,0.32147194788187117
0.09081529949075648,0.3537187576380275
0.09138360262799614,0.37224352068943656
0.0926864230574779,0.39173689880235707
0.09313507095840065,0.412925353272923
0.09433215643895884,0.4336900386540775
0.0953145733173327,0.4537282627390984
0.09619392083373066,0.4777620239528546
0.09707338682065966,0.5019168620492996
0.09770684874995303,0.5245582391121328
0.09882969269774691,0.5475426673425848
0.09970794929800522,0.5704615122615803
0.10059612286896316,0.603515501235663
0.10104736231275172,0.6273525125150496
0.10244923726954744,0.6508952397045673
0.1030994496155859,0.6837138014067549
0.10326223997224235,0.7043089791521449
0.10414363406706348,0.7304343435143525
0.10588330569434298,0.7590599455040871
0.11146671223545221,0.7800153269754767
0.11961200685291692,0.7952421208472789
0.12903474362736325,0.8040256983368952
0.13845295698153484,0.8081863403056608
0.14786913479658267,0.8102666612900438
0.15728342785318275,0.8104207591407387
0.16669749473876902,0.8103437102153912
0.17610960147556956,0.8082633892310084
0.18552087891865313,0.8053355300678029
0.19492974387092335,0.7999421052934771
0.20433717640677332,0.7930847509375485
0.21374257340349953,0.7841470755972371
0.22314638720312965,0.773591372824628
0.23254914553802888,0.7619569850971535
0.2419495667724529,0.7479340806839063
0.25134968644552524,0.733602980569269
0.26075093697366625,0.7204276143348445
0.27015490155397215,0.7100260094129303
0.279561504796105,0.7023211168781791
0.2889701435773616,0.6966965453278107
0.29837983782334887,0.6921506587323074
0.30779088909541863,0.6889916527930595
0.31720209114816433,0.6859867447045065
0.32627151110397945,0.6835442937709904
0.3360258522797379,0.6813638091836558
0.3454384867489039,0.6798228306767056
0.35485172434077317,0.6788982435725353
0.364264358809939,0.677357265065585
0.3736775964018084,0.6764326779614149
0.38309075860333974,0.6754310419318973
0.3925049762696018,0.6755080908572448
0.40191828925180895,0.6746605526784222
0.4113319037953679,0.6741212102009896
0.4207450659968992,0.673119574171472
0.4301589067114717,0.6728113784700818
0.4395719935226652,0.6717326935152167
0.44898598501791354,0.6715785956645217
0.458399901122824,0.6713474488884792
0.467813364885707,0.6706540085603515
0.47722652708723845,0.6696523725308339
0.48663991545978347,0.6688818832773586
0.49605315305165265,0.6679572961731886
0.5054667675952116,0.667417953695756
0.5148798544064049,0.6663392687408909
0.5242938459016533,0.6661851708901958
0.5337070081031846,0.665183534860678
0.5431203964757298,0.664413045607203
0.5525331063352337,0.6629491160256002
0.5619472486111579,0.6629491160256002
0.5713598830803238,0.66140813751865
0.5807731206721931,0.6604835504144799
0.5901865090447381,0.6597130611610047
0.5996005005399865,0.6595589633103097
0.6090132857898284,0.6581720826540545
0.6184269757237251,0.6577097891019694
0.6278400625349184,0.6566311041471042
0.6372537524688153,0.6561688105950192
0.6466668392800087,0.655090125640154
0.6560803784332295,0.6544737342373739
0.6654944453188159,0.6543966853120264
0.6749083614237263,0.6541655385359839
0.6843219005769473,0.6535491471332038
0.6937348366074648,0.6523163643276435
0.7031449831954797,0.6482327712842254
0.7125476661400411,0.6365213346314036
0.7210900950687851,0.6202896943581944
0.7283463805390467,0.601608540333312
0.7343187317569777,0.5827356812441724
0.7390096174509936,0.5661941575312082
0.7432705506836833,0.5475709186152122
0.7468163065434159,0.5269192383245673
0.7498347579676726,0.5088182443625696
0.7526279969124854,0.4896275584563714
0.7551766929362116,0.4704166930697251
0.7573835817328947,0.45174260186299964
0.7598439579757554,0.42973486048623866
0.7626926016389024,0.4046921252500746
0.7653589270528652,0.3807471537502902
0.7679050522660686,0.35890892000929386
0.7704538035760428,0.33975455716790215
0.773370469069076,0.3217544606081453
0.7779963878932986,0.3012924674337131
0.7836612735293621,0.28056814101345484
0.7900613477906769,0.26149853198994555
0.7986036259387451,0.24511279386604123
0.8080027655374244,0.22978005772188637
0.8174016789650903,0.21421617480168886
0.8237981219251288,0.1914353758739411
0.8266482069797364,0.1678657427104926
0.8284538163428109,0.13892836774783413
0.8327128082383991,0.11832108231417515
0.8378293372256269,0.09945730399123698
0.8455162437797616,0.08354119741230803
0.8549221685088533,0.07514286454942931
0.8643317873645029,0.07051992902857851
0.8737419339525176,0.0664363359851603
0.88315253288256,0.06281503649382736
0.8912727413650838,0.0524038004562446
0.8968165491312041,0.03288923388885334
0.9004636407341422,0.011676564041749993
